"imdb_id","genre"
"tt0044229","Family"
"tt0044229","Mystery"
"tt0044230","Comedy"
"tt0044230","Drama"
"tt0044230","Family"
"tt0044259","Western"
"tt0044331","Crime"
"tt0044331","Drama"
"tt0044331","Film-Noir"
"tt0044364","Crime"
"tt0044364","Drama"
"tt0044364","Film-Noir"
"tt0044386","Adventure"
"tt0044386","Drama"
"tt0044386","Family"
"tt0044406","Comedy"
"tt0044406","Horror"
"tt0044406","Sci-Fi"
"tt0044685","Biography"
"tt0044685","Family"
"tt0044685","Musical"
"tt0044706","Drama"
"tt0044706","Thriller"
"tt0044706","Western"
"tt0044741","Drama"
"tt0044762","Comedy"
"tt0044762","Family"
"tt0044762","Fantasy"
"tt0044789","Crime"
"tt0044789","Drama"
"tt0044789","Film-Noir"
"tt0044796","Action"
"tt0044796","Drama"
"tt0044796","Sport"
"tt0044837","Drama"
"tt0044837","Music"
"tt0044837","Romance"
"tt0044905","Drama"
"tt0044905","History"
"tt0044954","Crime"
"tt0044954","Drama"
"tt0044954","Film-Noir"
"tt0045037","Animation"
"tt0045037","Comedy"
"tt0045037","Family"
"tt0045053","Adventure"
"tt0045053","Mystery"
"tt0045053","Romance"
"tt0045094","Adventure"
"tt0045094","Comedy"
"tt0045094","Fantasy"
"tt0045102","Comedy"
"tt0045102","Drama"
"tt0045102","Family"
"tt0045124","Crime"
"tt0045124","Drama"
"tt0045124","Film-Noir"
"tt0045152","Comedy"
"tt0045152","Musical"
"tt0045152","Romance"
"tt0045161","Crime"
"tt0045161","Drama"
"tt0045161","Film-Noir"
"tt0045162","Adventure"
"tt0045162","Drama"
"tt0045162","Romance"
"tt0045197","Action"
"tt0045197","Adventure"
"tt0045197","Family"
"tt0045274","Drama"
"tt0045410","Comedy"
"tt0045410","Family"
"tt0045551","Adventure"
"tt0045551","Drama"
"tt0045551","Romance"
"tt0045557","Drama"
"tt0045557","Film-Noir"
"tt0045564","Crime"
"tt0045564","Drama"
"tt0045564","Film-Noir"
"tt0045591","Musical"
"tt0045591","Romance"
"tt0045591","Western"
"tt0045646","Adventure"
"tt0045646","Documentary"
"tt0045758","Drama"
"tt0045758","Thriller"
"tt0045758","War"
"tt0045826","Drama"
"tt0045826","Horror"
"tt0045848","Drama"
"tt0045877","Crime"
"tt0045877","Drama"
"tt0045877","Film-Noir"
"tt0045883","Drama"
"tt0045883","Romance"
"tt0045883","War"
"tt0045917","Horror"
"tt0045917","Sci-Fi"
"tt0045920","Horror"
"tt0045920","Sci-Fi"
"tt0046008","Documentary"
"tt0046008","Family"
"tt0046022","Drama"
"tt0046022","Romance"
"tt0046026","Horror"
"tt0046026","Sci-Fi"
"tt0046029","Drama"
"tt0046029","History"
"tt0046029","War"
"tt0046051","Biography"
"tt0046051","Drama"
"tt0046051","History"
"tt0046072","Comedy"
"tt0046072","Romance"
"tt0046183","Adventure"
"tt0046183","Animation"
"tt0046183","Family"
"tt0046268","Adventure"
"tt0046268","Drama"
"tt0046268","Thriller"
"tt0046269","Drama"
"tt0046269","History"
"tt0046366","Drama"
"tt0046366","Romance"
"tt0046438","Drama"
"tt0046478","Drama"
"tt0046478","Fantasy"
"tt0046478","Horror"
"tt0046487","Comedy"
"tt0046511","Drama"
"tt0046511","Romance"
"tt0046514","Crime"
"tt0046514","Drama"
"tt0046514","Film-Noir"
"tt0046521","Comedy"
"tt0046521","Drama"
"tt0046534","Action"
"tt0046534","Sci-Fi"
"tt0046534","Thriller"
"tt0046600","Comedy"
"tt0046600","Family"
"tt0046642","Crime"
"tt0046642","Drama"
"tt0046642","Mystery"
"tt0046672","Adventure"
"tt0046672","Drama"
"tt0046672","Family"
"tt0046719","Action"
"tt0046719","Adventure"
"tt0046719","Drama"
"tt0046911","Crime"
"tt0046911","Drama"
"tt0046911","Horror"
"tt0046935","Crime"
"tt0046935","Drama"
"tt0046935","Film-Noir"
"tt0046969","Crime"
"tt0046969","Drama"
"tt0046969","Film-Noir"
"tt0047034","Horror"
"tt0047034","Sci-Fi"
"tt0047086","Action"
"tt0047086","Adventure"
"tt0047086","Drama"
"tt0047094","Comedy"
"tt0047094","Drama"
"tt0047094","Romance"
"tt0047123","Comedy"
