"title","imdb_id","titleType","startYear","endYear","genres","averageRating","numVotes","director","platform"
"Millions Like Us","tt0036160","movie",1943,0,"Drama,War",6.8,1152,NA,"Prime Video"
"Nearly Eighteen","tt0036198","movie",1943,0,"Comedy,Music,Romance",5.5,73,"Arthur Dreifuss","Prime Video"
"The North Star","tt0036217","movie",1943,0,"Drama,Romance,War",5.9,1842,"Lewis Milestone","Prime Video"
"The Outlaw","tt0036241","movie",1943,0,"Action,Adventure,Drama",5.4,5134,NA,"Prime Video"
"Stage Door Canteen","tt0036384","movie",1943,0,"Comedy,Romance,War",6.2,1866,"Frank Borzage","Prime Video"
"Tennessee Johnson","tt0036419","movie",1942,0,"Biography,Drama",6.5,681,"William Dieterle","Max"
"Bluebeard","tt0036653","movie",1944,0,"Crime,Horror,Thriller",5.9,2209,"Edgar G. Ulmer","Prime Video"
"Gangsters of the Frontier","tt0036847","movie",1944,0,"Western",5.5,122,"Elmer Clifton","Prime Video"
"The Best Years of Our Lives","tt0036868","movie",1946,0,"Drama,Romance,War",8.1,72980,"William Wyler","Prime Video"
"Going My Way","tt0036872","movie",1944,0,"Comedy,Drama,Music",7,13903,"Leo McCarey","Prime Video"
"Henry V","tt0036910","movie",1944,0,"Biography,Drama,History",7,7279,"Laurence Olivier","Max"
"Henry V","tt0036910","movie",1944,0,"Biography,Drama,History",7,7279,"Laurence Olivier","Prime Video"
"It Happened Tomorrow","tt0036962","movie",1944,0,"Comedy,Fantasy,Romance",7,2966,"René Clair","Prime Video"
"Meet Me in St. Louis","tt0037059","movie",1944,0,"Comedy,Drama,Family",7.5,28868,"Vincente Minnelli","Max"
"National Velvet","tt0037120","movie",1944,0,"Drama,Family,Sport",7.3,8273,"Clarence Brown","Max"
"Passage to Marseille","tt0037166","movie",1944,0,"Adventure,Drama,Romance",6.8,5174,"Michael Curtiz","Max"
"The Princess and the Pirate","tt0037193","movie",1944,0,"Adventure,Comedy,Romance",6.8,2490,NA,"Prime Video"
"This Happy Breed","tt0037367","movie",1944,0,"Comedy,Drama",7.3,4204,"David Lean","Prime Video"
"The Way Ahead","tt0037449","movie",1944,0,"Drama,War",6.9,2301,"Carol Reed","Prime Video"
"The Woman in the Window","tt0037469","movie",1944,0,"Crime,Drama,Film-Noir",7.6,18369,"Fritz Lang","Prime Video"
"And Then There Were None","tt0037515","movie",1945,0,"Crime,Drama,Mystery",7.4,17242,"René Clair","Prime Video"
"Blood on the Sun","tt0037547","movie",1945,0,"Drama,Romance,Thriller",6,2350,"Frank Lloyd","Prime Video"
"Brewster's Millions","tt0037557","movie",1945,0,"Comedy,Romance",6.6,1547,"Allan Dwan","Prime Video"
"Brief Encounter","tt0037558","movie",1945,0,"Drama,Romance",8,45601,"David Lean","Max"
"Brief Encounter","tt0037558","movie",1945,0,"Drama,Romance",8,45601,"David Lean","Prime Video"
"Captain Kidd","tt0037576","movie",1945,0,"Adventure,Biography,Drama",6.3,2166,"Rowland V. Lee","Prime Video"
"Detour","tt0037638","movie",1945,0,"Crime,Drama,Film-Noir",7.3,20485,"Edgar G. Ulmer","Prime Video"
"I Accuse My Parents","tt0037798","movie",1944,0,"Crime,Drama",2.6,3097,"Sam Newfield","Prime Video"
"I Know Where I'm Going!","tt0037800","movie",1945,0,"Drama,Romance",7.4,10375,NA,"Prime Video"
"Ivan the Terrible, Part I","tt0037824","movie",1944,0,"Biography,Drama,History",7.7,11149,"Sergei Eisenstein","Max"
"Johnny Angel","tt0037832","movie",1945,0,"Crime,Drama,Film-Noir",6.2,1250,"Edwin L. Marin","Max"
"Molly and Me","tt0037923","movie",1945,0,"Comedy,Musical",6.8,603,"Lewis Seiler","Prime Video"
"Pursuit to Algiers","tt0038008","movie",1945,0,"Adventure,Crime,Mystery",6.7,4225,"Roy William Neill","Prime Video"
"Scarlet Street","tt0038057","movie",1945,0,"Crime,Drama,Film-Noir",7.7,19932,"Fritz Lang","Prime Video"
"The Southerner","tt0038107","movie",1945,0,"Drama",7.1,3983,"Jean Renoir","Prime Video"
"Story of G.I. Joe","tt0038120","movie",1945,0,"Biography,Drama,War",7.2,3916,"William A. Wellman","Prime Video"
"The Three Caballeros","tt0038166","movie",1944,0,"Animation,Comedy,Family",6.3,16054,NA,"Disney+"
"The Woman in Green","tt0038259","movie",1945,0,"Crime,Drama,Horror",6.6,7110,"Roy William Neill","Prime Video"
"Wonder Man","tt0038260","movie",1945,0,"Comedy,Fantasy,Musical",6.8,2567,"H. Bruce Humberstone","Prime Video"
"Beauty and the Beast","tt0038348","movie",1946,0,"Drama,Fantasy,Romance",7.9,28682,NA,"Max"
"Blithe Spirit","tt0038363","movie",1945,0,"Comedy,Fantasy",7,8487,"David Lean","Max"
"Blithe Spirit","tt0038363","movie",1945,0,"Comedy,Fantasy",7,8487,"David Lean","Prime Video"
"Caesar and Cleopatra","tt0038390","movie",1945,0,"Biography,Comedy,Drama",6.2,3227,"Gabriel Pascal","Prime Video"
"Dark Alibi","tt0038452","movie",1946,0,"Crime,Drama,Mystery",6.5,1479,"Phil Karlson","Prime Video"
"Dressed to Kill","tt0038494","movie",1946,0,"Crime,Drama,Mystery",6.8,7125,"Roy William Neill","Prime Video"
"Great Expectations","tt0038574","movie",1946,0,"Adventure,Drama,Mystery",7.8,27062,"David Lean","Max"
"Great Expectations","tt0038574","movie",1946,0,"Adventure,Drama,Mystery",7.8,27062,"David Lean","Prime Video"
"It's a Wonderful Life","tt0038650","movie",1946,0,"Drama,Family,Fantasy",8.6,516575,"Frank Capra","Prime Video"
"The Killers","tt0038669","movie",1946,0,"Crime,Drama,Film-Noir",7.7,24455,"Robert Siodmak","Prime Video"
"Little Giant","tt0038694","movie",1946,0,"Comedy,Romance",6.7,1444,"William A. Seiter","Disney+"
"Night and Day","tt0038776","movie",1946,0,"Biography,Drama,Musical",6.1,3286,"Michael Curtiz","Max"
"A Night in Casablanca","tt0038777","movie",1946,0,"Comedy,Family",6.9,7664,"Archie Mayo","Prime Video"
"Nocturne","tt0038782","movie",1946,0,"Crime,Drama,Film-Noir",6.5,1755,"Edwin L. Marin","Max"
"Paisan","tt0038823","movie",1946,0,"Drama,War",7.6,9885,"Roberto Rossellini","Max"
"Rome, Open City","tt0038890","movie",1945,0,"Drama,Thriller,War",8,30590,"Roberto Rossellini","Max"
"A Scandal in Paris","tt0038908","movie",1946,0,"Adventure,Comedy,Crime",6.5,1254,"Douglas Sirk","Prime Video"
"The Seventh Veil","tt0038924","movie",1945,0,"Drama,Music",6.7,2460,"Compton Bennett","Max"
"The Stranger","tt0038991","movie",1946,0,"Crime,Drama,Film-Noir",7.3,29341,"Orson Welles","Prime Video"
"Terror by Night","tt0039017","movie",1946,0,"Crime,Drama,Film-Noir",6.7,7173,"Roy William Neill","Prime Video"
"Till the Clouds Roll By","tt0039035","movie",1946,0,"Biography,Musical",6.3,2793,NA,"Prime Video"
"Tomorrow Is Forever","tt0039041","movie",1946,0,"Drama,Romance,War",7.3,3126,"Irving Pichel","Prime Video"
"The Bishop's Wife","tt0039190","movie",1947,0,"Comedy,Drama,Fantasy",7.6,21906,"Henry Koster","Prime Video"
"Black Gold","tt0039191","movie",1947,0,"Drama,History,Sport",6,268,"Phil Karlson","Max"
"Black Narcissus","tt0039192","movie",1947,0,"Drama",7.7,28872,NA,"Max"
"Black Narcissus","tt0039192","movie",1947,0,"Drama",7.7,28872,NA,"Prime Video"
"Brute Force","tt0039224","movie",1947,0,"Crime,Drama,Film-Noir",7.5,11947,"Jules Dassin","Max"
"Fear in the Night","tt0039372","movie",1946,0,"Crime,Drama,Film-Noir",6.3,1878,"Maxwell Shane","Prime Video"
"Fun and Fancy Free","tt0039404","movie",1947,0,"Adventure,Animation,Comedy",6.3,9786,NA,"Disney+"
"Germany, Year Zero","tt0039417","movie",1948,0,"Drama",7.8,14200,"Roberto Rossellini","Max"
"Heartaches","tt0039452","movie",1947,0,"Crime,Drama,Mystery",5.6,129,"Basil Wrangell","Prime Video"
"Life with Father","tt0039566","movie",1947,0,"Comedy,Family",7.1,6596,"Michael Curtiz","Prime Video"
"The Long Night","tt0039581","movie",1947,0,"Drama,Film-Noir",6.5,2169,"Anatole Litvak","Prime Video"
"Lured","tt0039589","movie",1947,0,"Crime,Drama,Film-Noir",7,5131,"Douglas Sirk","Prime Video"
"Miracle on 34th Street","tt0039628","movie",1947,0,"Comedy,Drama,Family",7.9,57054,"George Seaton","Disney+"
"Miracle on 34th Street","tt0039628","movie",1947,0,"Comedy,Drama,Family",7.9,57054,"George Seaton","Paramount+"
"Monsieur Verdoux","tt0039631","movie",1947,0,"Comedy,Crime,Drama",7.8,19617,"Charles Chaplin","Max"
"My Favorite Brunette","tt0039645","movie",1947,0,"Comedy,Crime,Mystery",6.7,3950,"Elliott Nugent","Prime Video"
"New Orleans","tt0039655","movie",1947,0,"Drama,Music,Romance",6.8,702,"Arthur Lubin","Prime Video"
"Odd Man Out","tt0039677","movie",1947,0,"Crime,Drama,Film-Noir",7.6,11884,"Carol Reed","Max"
"Odd Man Out","tt0039677","movie",1947,0,"Crime,Drama,Film-Noir",7.6,11884,"Carol Reed","Prime Video"
"Scared to Death","tt0039800","movie",1946,0,"Crime,Horror,Mystery",4.1,1868,"Christy Cabanne","Prime Video"
"The Secret Life of Walter Mitty","tt0039808","movie",1947,0,"Comedy,Fantasy,Romance",6.9,7072,"Norman Z. McLeod","Prime Video"
"Smash-Up: The Story of a Woman","tt0039840","movie",1947,0,"Comedy,Crime,Drama",6.3,1751,"Stuart Heisler","Prime Video"
"Twilight on the Rio Grande","tt0039924","movie",1947,0,"Drama,Music,Western",5.8,102,"Frank McDonald","Prime Video"
"The Two Mrs. Carrolls","tt0039926","movie",1947,0,"Crime,Drama,Film-Noir",6.8,5058,"Peter Godfrey","Max"
"The Dark Past","tt0040270","movie",1948,0,"Crime,Film-Noir,Thriller",6.3,2305,"Rudolph Maté","Prime Video"
"Enchantment","tt0040321","movie",1948,0,"Drama,Romance",7.2,1446,"Irving Reis","Prime Video"
"Hamlet","tt0040416","movie",1948,0,"Drama",7.6,18864,"Laurence Olivier","Max"
"Hamlet","tt0040416","movie",1948,0,"Drama",7.6,18864,"Laurence Olivier","Prime Video"
"He Walked by Night","tt0040427","movie",1948,0,"Crime,Film-Noir,Thriller",7,6977,NA,"Prime Video"
"Key Largo","tt0040506","movie",1948,0,"Action,Crime,Drama",7.7,44883,"John Huston","Max"
"Bicycle Thieves","tt0040522","movie",1948,0,"Drama",8.3,181394,"Vittorio De Sica","Max"
"Bicycle Thieves","tt0040522","movie",1948,0,"Drama",8.3,181394,"Vittorio De Sica","Prime Video"
"Louisiana Story","tt0040550","movie",1948,0,"Adventure,Drama",6.5,2240,"Robert J. Flaherty","Prime Video"
"The Machine That Kills Bad People","tt0040559","movie",1952,0,"Comedy,Fantasy",6.7,978,"Roberto Rossellini","Max"
"Melody Time","tt0040580","movie",1948,0,"Animation,Comedy,Family",6.1,7244,NA,"Disney+"
"The Naked City","tt0040636","movie",1948,0,"Crime,Drama,Film-Noir",7.5,15962,"Jules Dassin","Max"
"Oliver Twist","tt0040662","movie",1948,0,"Drama",7.8,14096,"David Lean","Max"
"Oliver Twist","tt0040662","movie",1948,0,"Drama",7.8,14096,"David Lean","Prime Video"
"The Red Shoes","tt0040725","movie",1948,0,"Drama,Music,Romance",8.1,40702,NA,"Max"
"Sleeping Car to Trieste","tt0040799","movie",1948,0,"Crime,Drama,Mystery",6.6,738,"John Paddy Carstairs","Prime Video"
"A Song Is Born","tt0040820","movie",1948,0,"Comedy,Music,Musical",6.9,2936,"Howard Hawks","Prime Video"
"The Amazing Mr. X","tt0040829","movie",1948,0,"Drama,Film-Noir,Horror",6.4,2321,"Bernard Vorhaus","Prime Video"
"Words and Music","tt0040976","movie",1948,0,"Biography,Comedy,Musical",6.4,1513,"Norman Taurog","Max"
"Hopalong Cassidy","tt0041030","tvSeries",1952,1954,"Western",7.6,411,NA,"Prime Video"
"The Adventures of Ichabod and Mr. Toad","tt0041094","movie",1949,0,"Animation,Comedy,Family",6.8,18675,NA,"Disney+"
"Late Spring","tt0041154","movie",1949,0,"Comedy,Drama",8.2,20011,"Yasujirô Ozu","Max"
"Canadian Pacific","tt0041223","movie",1949,0,"Western",5.9,985,"Edwin L. Marin","Prime Video"
"The Woman on Pier 13","tt0041495","movie",1949,0,"Crime,Drama,Film-Noir",6,1514,"Robert Stevenson","Max"
"I Shot Jesse James","tt0041497","movie",1949,0,"Western",6.8,2561,"Samuel Fuller","Max"
"Impact","tt0041503","movie",1949,0,"Crime,Drama,Film-Noir",7,5002,"Arthur Lubin","Prime Video"
"The Inspector General","tt0041509","movie",1949,0,"Comedy,Musical,Romance",6.7,3657,"Henry Koster","Prime Video"
"My Foolish Heart","tt0041672","movie",1949,0,"Drama,Romance",6.8,1354,"Mark Robson","Prime Video"
"Not Wanted","tt0041700","movie",1949,0,"Drama",6.8,984,NA,"Prime Video"
"Orpheus","tt0041719","movie",1950,0,"Drama,Fantasy,Romance",7.9,13765,"Jean Cocteau","Max"
"Red Light","tt0041790","movie",1949,0,"Crime,Drama,Film-Noir",6.4,1574,"Roy Del Ruth","Max"
"Stagecoach Kid","tt0041915","movie",1949,0,"Western",6,242,"Lew Landers","Max"
"Stromboli","tt0041931","movie",1950,0,"Drama",7.2,8269,"Roberto Rossellini","Max"
"The Third Man","tt0041959","movie",1949,0,"Drama,Film-Noir,Mystery",8.1,187137,"Carol Reed","Prime Video"
"The Threat","tt0041963","movie",1949,0,"Crime,Drama,Film-Noir",6.7,1215,"Felix E. Feist","Max"
"Tokyo Joe","tt0041967","movie",1949,0,"Crime,Drama,Film-Noir",6.3,2944,"Stuart Heisler","Prime Video"
"Too Late for Tears","tt0041968","movie",1949,0,"Crime,Film-Noir",7.3,6058,"Byron Haskin","Prime Video"
"The Cisco Kid","tt0042093","tvSeries",1950,1956,"Western",7.1,660,NA,"Prime Video"
"The Gene Autry Show","tt0042110","tvSeries",1950,1955,"Western",7.1,271,NA,"Prime Video"
"What's My Line?","tt0042168","tvSeries",1950,1967,"Family,Game-Show",8.5,1816,NA,"Prime Video"
"711 Ocean Drive","tt0042176","movie",1950,0,"Action,Crime,Drama",6.8,2206,"Joseph M. Newman","Prime Video"
"At War with the Army","tt0042209","movie",1950,0,"Comedy,Musical,War",5.5,2727,"Hal Walker","Prime Video"
"Born Yesterday","tt0042276","movie",1950,0,"Comedy,Drama,Romance",7.5,12831,"George Cukor","Prime Video"
"Cinderella","tt0042332","movie",1950,0,"Animation,Family,Fantasy",7.3,178184,NA,"Disney+"
"Convicted","tt0042343","movie",1950,0,"Action,Crime,Drama",6.8,1581,"Henry Levin","Prime Video"
"Cyrano de Bergerac","tt0042367","movie",1950,0,"Adventure,Drama,Romance",7.4,4712,"Michael Gordon","Prime Video"
"The Flowers of St. Francis","tt0042477","movie",1950,0,"Biography,Comedy,Drama",7.3,4145,"Roberto Rossellini","Max"
"The Great Rupert","tt0042524","movie",1950,0,"Comedy,Family",6.4,1639,"Irving Pichel","Prime Video"
"Harvey","tt0042546","movie",1950,0,"Comedy,Drama,Fantasy",7.9,59144,"Henry Koster","Prime Video"
"The Killer That Stalked New York","tt0042643","movie",1950,0,"Drama,Film-Noir,Thriller",6.4,1991,"Earl McEvoy","Prime Video"
"Madeleine","tt0042700","movie",1950,0,"Crime,Drama,Mystery",6.9,2128,"David Lean","Prime Video"
"The Man Who Cheated Himself","tt0042707","movie",1950,0,"Crime,Drama,Film-Noir",6.8,2997,"Felix E. Feist","Prime Video"
"Rashomon","tt0042876","movie",1950,0,"Crime,Drama,Mystery",8.2,186299,"Akira Kurosawa","Max"
"Riders of the Range","tt0042892","movie",1950,0,"Western",6.2,194,"Lesley Selander","Max"
"La Ronde","tt0042906","movie",1950,0,"Drama,Romance",7.5,6124,"Max Ophüls","Max"
"The Secret Fury","tt0042935","movie",1950,0,"Film-Noir,Mystery,Thriller",6.6,1365,"Mel Ferrer","Max"
"Sunset Boulevard","tt0043014","movie",1950,0,"Drama,Film-Noir",8.4,244729,"Billy Wilder","Paramount+"
"Treasure Island","tt0043067","movie",1950,0,"Adventure,Family",6.9,9837,"Byron Haskin","Disney+"
"Woman on the Run","tt0043142","movie",1950,0,"Crime,Drama,Film-Noir",7.2,5058,"Norman Foster","Prime Video"
"I Love Lucy","tt0043208","tvSeries",1951,1957,"Comedy",8.5,29591,NA,"Paramount+"
"The Red Skelton Hour","tt0043224","tvSeries",1951,1971,"Comedy",8.1,1434,NA,"Prime Video"
"Tales of Tomorrow","tt0043238","tvSeries",1951,1953,"Drama,Horror,Mystery",7,490,NA,"Prime Video"
"The African Queen","tt0043265","movie",1951,0,"Adventure,Drama,Romance",7.7,85908,"John Huston","Prime Video"
"Alice in Wonderland","tt0043274","movie",1951,0,"Adventure,Animation,Comedy",7.3,158110,NA,"Disney+"
"Early Summer","tt0043313","movie",1951,0,"Comedy,Drama,Romance",8.1,9970,"Yasujirô Ozu","Max"
"Europe '51","tt0043511","movie",1952,0,"Drama",7.4,4984,"Roberto Rossellini","Max"
"Father's Little Dividend","tt0043526","movie",1951,0,"Comedy,Drama,Romance",6.5,4417,"Vincente Minnelli","Prime Video"
"Five","tt0043539","movie",1951,0,"Drama,Horror,Sci-Fi",6.3,1686,"Arch Oboler","Prime Video"
"Go for Broke!","tt0043590","movie",1951,0,"Drama,History,War",6.6,1859,"Robert Pirosh","Prime Video"
"Hollywood Story","tt0043646","movie",1951,0,"Crime,Drama,Film-Noir",6.7,1086,"William Castle","Prime Video"
"The House on Telegraph Hill","tt0043660","movie",1951,0,"Crime,Drama,Film-Noir",6.9,4025,"Robert Wise","Prime Video"
"Lightning Strikes Twice","tt0043744","movie",1951,0,"Crime,Drama,Film-Noir",6.5,1538,"King Vidor","Max"
"Miracle in Milan","tt0043809","movie",1951,0,"Comedy,Drama,Fantasy",7.6,8823,"Vittorio De Sica","Max"
"The Mob","tt0043812","movie",1951,0,"Crime,Drama,Film-Noir",7.1,2768,"Robert Parrish","Prime Video"
"The Prowler","tt0043938","movie",1951,0,"Drama,Film-Noir,Thriller",7.1,4480,"Joseph Losey","Prime Video"
"The Red Badge of Courage","tt0043961","movie",1951,0,"Drama,War",7.1,4983,"John Huston","Max"
"The River","tt0043972","movie",1951,0,"Drama,Romance",7.4,7046,"Jean Renoir","Max"
"The Scarf","tt0043998","movie",1951,0,"Drama,Film-Noir,Thriller",6.7,702,"Ewald André Dupont","Prime Video"
"Tomorrow Is Another Day","tt0044136","movie",1951,0,"Crime,Drama,Film-Noir",7.1,1870,"Felix E. Feist","Max"
"When Worlds Collide","tt0044207","movie",1951,0,"Action,Sci-Fi,Thriller",6.6,9664,"Rudolph Maté","Prime Video"
"The Abbott and Costello Show","tt0044229","tvSeries",1952,1957,"Comedy,Family,Mystery",8.1,1394,"Jean Yarbrough","Prime Video"
"The Adventures of Ozzie and Harriet","tt0044230","tvSeries",1952,1966,"Comedy,Drama,Family",7.4,1684,NA,"Prime Video"
"Death Valley Days","tt0044259","tvSeries",1952,1970,"Western",7.5,1144,NA,"Prime Video"
"Affair in Trinidad","tt0044331","movie",1952,0,"Crime,Drama,Film-Noir",6.6,3295,"Vincent Sherman","Prime Video"
"Another Man's Poison","tt0044364","movie",1951,0,"Crime,Drama,Film-Noir",6.8,3664,"Irving Rapper","Prime Video"
"Robinson Crusoe","tt0044386","movie",1954,0,"Adventure,Drama,Family",6.7,4611,"Luis Buñuel","Prime Video"
"Bela Lugosi Meets a Brooklyn Gorilla","tt0044406","movie",1952,0,"Comedy,Horror,Sci-Fi",3.6,2690,"William Beaudine","Prime Video"
"Hans Christian Andersen","tt0044685","movie",1952,0,"Biography,Family,Musical",6.8,4366,"Charles Vidor","Prime Video"
"High Noon","tt0044706","movie",1952,0,"Drama,Thriller,Western",7.9,112371,"Fred Zinnemann","Prime Video"
"Ikiru","tt0044741","movie",1952,0,"Drama",8.3,93650,"Akira Kurosawa","Max"
"Jack and the Beanstalk","tt0044762","movie",1952,0,"Comedy,Family,Fantasy",5.8,3552,"Jean Yarbrough","Max"
"Jack and the Beanstalk","tt0044762","movie",1952,0,"Comedy,Family,Fantasy",5.8,3552,"Jean Yarbrough","Prime Video"
"Kansas City Confidential","tt0044789","movie",1952,0,"Crime,Drama,Film-Noir",7.3,8515,"Phil Karlson","Prime Video"
"Kid Monk Baroni","tt0044796","movie",1952,0,"Action,Drama,Sport",6,196,"Harold D. Schuster","Prime Video"
"Limelight","tt0044837","movie",1952,0,"Drama,Music,Romance",8,22753,"Charles Chaplin","Max"
"The Miracle of Our Lady of Fatima","tt0044905","movie",1952,0,"Drama,History",6.7,1491,"John Brahm","Max"
"The Narrow Margin","tt0044954","movie",1952,0,"Crime,Drama,Film-Noir",7.6,8971,NA,"Max"
"Pluto's Christmas Tree","tt0045037","short",1952,0,"Animation,Comedy,Family",7.5,3691,"Jack Hannah","Disney+"
"The Prisoner of Zenda","tt0045053","movie",1952,0,"Adventure,Mystery,Romance",6.9,4085,"Richard Thorpe","Max"
"Road to Bali","tt0045094","movie",1952,0,"Adventure,Comedy,Fantasy",6.4,5348,"Hal Walker","Prime Video"
"Room for One More","tt0045102","movie",1952,0,"Comedy,Drama,Family",7.2,3109,"Norman Taurog","Max"
"Scandal Sheet","tt0045124","movie",1952,0,"Crime,Drama,Film-Noir",7.4,3716,"Phil Karlson","Prime Video"
"Singin' in the Rain","tt0045152","movie",1952,0,"Comedy,Musical,Romance",8.3,268201,NA,"Max"
"The Sniper","tt0045161","movie",1952,0,"Crime,Drama,Film-Noir",7.1,4052,"Edward Dmytryk","Prime Video"
"The Snows of Kilimanjaro","tt0045162","movie",1952,0,"Adventure,Drama,Romance",6.1,6077,NA,"Prime Video"
"The Story of Robin Hood and His Merrie Men","tt0045197","movie",1952,0,"Action,Adventure,Family",6.5,2489,"Ken Annakin","Disney+"
"Umberto D.","tt0045274","movie",1952,0,"Drama",8.2,29042,"Vittorio De Sica","Max"
"The Danny Thomas Show","tt0045410","tvSeries",1953,1965,"Comedy,Family",7.1,1323,NA,"Prime Video"
"Beneath the 12-Mile Reef","tt0045551","movie",1953,0,"Adventure,Drama,Romance",5.7,1653,"Robert D. Webb","Prime Video"
"The Bigamist","tt0045557","movie",1953,0,"Drama,Film-Noir",6.8,4913,"Ida Lupino","Prime Video"
"The Blue Gardenia","tt0045564","movie",1953,0,"Crime,Drama,Film-Noir",6.8,6445,"Fritz Lang","Prime Video"
"Calamity Jane","tt0045591","movie",1953,0,"Musical,Romance,Western",7.2,11222,"David Butler","Max"
"The Conquest of Everest","tt0045646","movie",1953,0,"Adventure,Documentary",7.3,964,"George Lowe","Prime Video"
"Fear and Desire","tt0045758","movie",1952,0,"Drama,Thriller,War",5.3,14235,"Stanley Kubrick","Prime Video"
"Glen or Glenda","tt0045826","movie",1953,0,"Drama,Horror",4.2,9361,"Edward D. Wood Jr.","Prime Video"
"Sawdust and Tinsel","tt0045848","movie",1953,0,"Drama",7.4,7575,"Ingmar Bergman","Max"
"The Hitch-Hiker","tt0045877","movie",1953,0,"Crime,Drama,Film-Noir",6.9,10871,"Ida Lupino","Prime Video"
"Hondo","tt0045883","movie",1953,0,"Drama,Romance,War",7,12839,"John Farrow","Prime Video"
